verification_result,failed_attempts,verification_frequency,key_size,algorithm,hour,signature_size,certificate_valid,source_frequency,failed_verification_rate,document_size,metadata_anomaly,replay_indicator,key_age_days,time_since_previous,threat
1,0,13,3072,RSA-PKCS1v15,5,554,1,32,0.0,2823,0,0,1854,775,0
1,0,20,4096,RSA-PKCS1v15,21,456,1,26,0.0,2503,0,0,1389,622,0
1,18,25,2048,RSA-PSS,5,390,1,23,0.72,3913,0,1,683,400,1
0,2,4,4096,RSA-PKCS1v15,20,527,1,14,0.5,38,0,0,1834,690,1
1,9,10,3072,RSA-PSS,7,790,1,29,0.9,4069,0,0,24,142,1
1,3,3,2048,RSA-PSS,12,697,0,25,1.0,1270,0,0,1285,993,1
1,14,18,4096,RSA-PSS,17,342,1,31,0.7777777777777778,3680,0,0,1379,134,1
1,9,22,4096,RSA-PKCS1v15,22,286,1,2,0.4090909090909091,4904,0,0,196,445,0
0,0,34,4096,RSA-PKCS1v15,3,376,1,2,0.0,3520,0,1,611,661,1
1,1,8,2048,RSA-PSS,16,324,1,23,0.125,2346,0,0,1514,906,0
1,1,19,4096,RSA-PKCS1v15,4,901,1,47,0.05263157894736842,3333,0,0,1912,288,0
0,2,6,4096,RSA-PKCS1v15,2,751,0,11,0.3333333333333333,109,0,0,1357,902,1
1,12,26,2048,RSA-PKCS1v15,3,401,1,29,0.46153846153846156,3666,1,0,613,258,1
1,0,34,2048,RSA-PSS,22,588,1,42,0.0,4527,0,0,1888,39,0
1,1,6,2048,RSA-PSS,4,736,1,35,0.16666666666666666,703,0,0,1965,305,0
1,28,33,4096,RSA-PKCS1v15,13,518,1,49,0.8484848484848485,4811,0,0,1979,283,1
1,15,22,3072,RSA-PSS,14,548,1,9,0.6818181818181818,27,0,0,632,824,1
1,14,21,2048,RSA-PKCS1v15,19,684,1,32,0.6666666666666666,3719,0,0,321,526,1
1,4,6,2048,RSA-PKCS1v15,16,341,1,30,0.6666666666666666,2780,0,1,1471,407,1
1,0,6,2048,RSA-PKCS1v15,5,271,1,15,0.0,1040,1,0,1401,359,0
0,4,4,3072,RSA-PSS,9,983,1,14,1.0,4485,1,0,203,886,1
1,28,30,2048,RSA-PSS,21,883,1,17,0.9333333333333333,4219,0,0,1114,378,1
1,6,11,4096,RSA-PKCS1v15,22,373,1,22,0.5454545454545454,1629,0,0,1731,469,1
1,23,30,3072,RSA-PSS,15,525,1,30,0.7666666666666667,860,0,0,177,873,1
1,25,31,4096,RSA-PKCS1v15,16,650,1,17,0.8064516129032258,1906,0,0,627,947,1
1,16,24,2048,RSA-PSS,13,417,1,16,0.6666666666666666,985,0,0,1869,990,1
1,6,9,2048,RSA-PSS,19,955,1,8,0.6666666666666666,2526,0,0,32,281,1
0,0,3,3072,RSA-PSS,11,359,1,39,0.0,4198,0,0,1904,565,1
0,4,31,2048,RSA-PKCS1v15,8,908,1,31,0.12903225806451613,1525,0,0,946,984,1
1,16,24,2048,RSA-PKCS1v15,14,422,1,12,0.6666666666666666,1135,0,0,727,11,1
1,2,31,4096,RSA-PKCS1v15,11,555,1,33,0.06451612903225806,502,1,1,954,675,1
0,6,6,2048,RSA-PSS,13,283,1,12,1.0,3046,0,0,820,695,1
0,1,2,2048,RSA-PKCS1v15,21,679,0,25,0.5,2536,0,0,791,186,1
1,16,20,2048,RSA-PKCS1v15,17,817,1,38,0.8,176,0,0,243,964,1
1,6,28,2048,RSA-PKCS1v15,19,411,1,48,0.21428571428571427,4245,0,0,1822,549,1
1,4,11,4096,RSA-PKCS1v15,5,579,1,18,0.36363636363636365,4199,0,0,70,996,0
1,0,4,2048,RSA-PSS,3,603,1,19,0.0,585,0,0,1015,973,0
1,0,15,2048,RSA-PSS,22,376,1,3,0.0,615,0,0,1095,9,0
1,5,6,3072,RSA-PKCS1v15,11,907,1,35,0.8333333333333334,3353,0,0,1647,28,1
1,16,30,2048,RSA-PSS,12,783,0,5,0.5333333333333333,1828,0,0,158,823,1
1,2,2,2048,RSA-PSS,18,816,1,35,1.0,1165,0,0,549,686,0
0,8,15,2048,RSA-PSS,21,419,0,27,0.5333333333333333,4689,0,0,1840,464,1
0,10,11,2048,RSA-PSS,12,317,1,37,0.9090909090909091,825,1,0,1952,639,1
0,2,8,2048,RSA-PSS,11,595,0,46,0.25,2650,0,0,326,511,1
1,14,26,1024,RSA-PKCS1v15,19,921,1,21,0.5384615384615384,1545,0,0,1059,502,1
1,4,5,4096,RSA-PSS,2,567,1,16,0.8,2743,0,0,1504,582,0
1,4,6,2048,RSA-PKCS1v15,2,631,1,28,0.6666666666666666,972,0,0,460,795,0
1,10,26,4096,RSA-PKCS1v15,13,601,0,25,0.38461538461538464,3044,0,0,1860,778,1
1,1,4,4096,RSA-PKCS1v15,17,405,1,33,0.25,2057,0,0,416,663,0
1,15,19,3072,RSA-PSS,18,840,1,17,0.7894736842105263,4551,0,0,571,661,1
1,8,20,2048,RSA-PSS,9,836,1,43,0.4,3870,0,0,886,218,1
1,0,33,2048,RSA-PSS,16,432,0,30,0.0,1524,0,0,1443,429,1
1,15,20,3072,RSA-PSS,14,609,1,41,0.75,3361,1,0,511,638,1
1,8,12,3072,RSA-PKCS1v15,18,769,1,4,0.6666666666666666,1077,0,0,368,3,1
1,0,1,3072,RSA-PKCS1v15,8,564,1,2,0.0,891,0,0,912,187,0
1,11,26,1024,RSA-PKCS1v15,3,374,1,9,0.4230769230769231,3649,1,0,1911,43,1
1,2,14,4096,RSA-PSS,14,774,1,31,0.14285714285714285,1559,0,0,883,611,0
1,5,11,2048,RSA-PKCS1v15,18,1022,1,25,0.45454545454545453,2747,1,0,207,775,1
1,8,13,2048,RSA-PKCS1v15,15,733,1,37,0.6153846153846154,4567,0,0,1385,411,1
1,2,3,2048,RSA-PKCS1v15,7,669,1,36,0.6666666666666666,110,0,0,1460,190,0
1,13,33,1024,RSA-PSS,16,842,1,5,0.3939393939393939,3542,0,1,578,42,1
0,4,6,3072,RSA-PKCS1v15,20,606,1,24,0.6666666666666666,2826,0,0,1798,97,1
1,2,10,4096,RSA-PKCS1v15,0,761,1,24,0.2,417,0,0,1294,772,0
1,2,5,4096,RSA-PSS,6,450,1,29,0.4,2525,1,1,1257,730,1
0,1,23,4096,RSA-PKCS1v15,20,442,1,50,0.043478260869565216,1749,1,0,669,958,1
0,8,10,3072,RSA-PSS,17,705,1,45,0.8,4062,0,0,106,648,1
0,0,2,3072,RSA-PKCS1v15,11,751,1,31,0.0,268,0,0,666,852,0
1,2,13,2048,RSA-PSS,15,770,1,37,0.15384615384615385,518,0,0,1042,657,0
1,2,2,3072,RSA-PSS,0,951,1,19,1.0,3831,0,1,1519,517,1
1,20,20,2048,RSA-PSS,14,528,1,23,1.0,4414,0,1,260,959,1
1,1,1,2048,RSA-PKCS1v15,6,307,1,35,1.0,3693,0,1,1509,881,1
1,8,9,2048,RSA-PKCS1v15,16,518,1,50,0.8888888888888888,4730,0,1,313,905,1
1,7,17,2048,RSA-PSS,2,623,1,6,0.4117647058823529,3736,0,0,631,136,0
1,1,9,3072,RSA-PSS,10,388,1,6,0.1111111111111111,688,0,0,1845,510,0
1,2,11,4096,RSA-PSS,5,480,1,37,0.18181818181818182,1293,0,0,1126,519,0
0,15,15,2048,RSA-PSS,5,565,1,30,1.0,4847,0,0,537,37,1
1,15,24,4096,RSA-PSS,14,828,1,1,0.625,916,1,0,1967,996,1
1,1,35,4096,RSA-PSS,6,271,1,8,0.02857142857142857,277,0,0,1204,823,0
1,7,30,3072,RSA-PSS,10,996,0,28,0.23333333333333334,3113,0,1,1534,579,1
1,21,31,3072,RSA-PSS,16,450,1,25,0.6774193548387096,4916,1,0,1501,904,1
1,5,5,2048,RSA-PSS,22,1018,1,33,1.0,1210,0,0,674,837,1
1,11,14,4096,RSA-PSS,17,698,1,38,0.7857142857142857,1126,1,0,1424,517,1
1,8,11,3072,RSA-PSS,21,558,1,14,0.7272727272727273,908,0,0,350,785,1
0,7,9,4096,RSA-PSS,23,303,1,11,0.7777777777777778,2800,1,0,215,879,1
1,14,34,3072,RSA-PKCS1v15,20,1002,1,2,0.4117647058823529,2654,0,0,1407,58,0
1,11,12,4096,RSA-PSS,18,376,1,30,0.9166666666666666,1068,0,0,1148,959,1
1,17,35,4096,RSA-PKCS1v15,7,754,1,30,0.4857142857142857,697,0,0,1316,155,0
1,1,35,2048,RSA-PKCS1v15,23,817,0,4,0.02857142857142857,797,0,0,1692,872,1
1,0,1,2048,RSA-PKCS1v15,19,724,1,13,0.0,4504,0,0,1729,999,0
1,12,22,2048,RSA-PSS,7,296,1,7,0.5454545454545454,2654,0,0,328,113,1
1,21,29,3072,RSA-PKCS1v15,20,711,1,38,0.7241379310344828,2174,0,0,1589,460,1
1,3,8,2048,RSA-PSS,10,789,1,3,0.375,4467,0,0,1706,604,0
1,10,11,4096,RSA-PKCS1v15,20,626,0,9,0.9090909090909091,213,0,1,847,836,1
1,9,14,3072,RSA-PSS,2,437,1,14,0.6428571428571429,3227,0,0,98,756,1
0,28,30,4096,RSA-PSS,22,772,1,11,0.9333333333333333,2501,1,1,659,796,1
1,2,35,4096,RSA-PKCS1v15,13,912,1,37,0.05714285714285714,4832,0,0,300,601,0
1,18,21,3072,RSA-PKCS1v15,8,845,1,14,0.8571428571428571,2048,0,1,30,442,1
1,2,5,4096,RSA-PSS,0,486,1,19,0.4,3378,0,0,1098,690,0
0,13,19,3072,RSA-PKCS1v15,0,603,1,8,0.6842105263157895,3568,0,0,172,228,1
1,7,14,4096,RSA-PSS,11,734,1,7,0.5,4067,0,0,1018,874,1
0,26,26,2048,RSA-PSS,10,464,1,7,1.0,4872,0,0,1909,579,1
0,3,4,2048,RSA-PSS,20,930,1,3,0.75,1236,0,0,923,122,1
1,19,25,2048,RSA-PKCS1v15,0,935,1,3,0.76,4500,0,0,84,671,1
1,10,25,3072,RSA-PSS,19,533,1,18,0.4,4353,1,0,985,357,1
1,10,18,3072,RSA-PSS,11,1004,0,45,0.5555555555555556,3521,1,0,1609,268,1
1,1,8,3072,RSA-PSS,16,943,1,33,0.125,923,0,0,1768,695,0
1,13,14,2048,RSA-PSS,14,308,1,37,0.9285714285714286,1429,1,0,1314,485,1
1,8,32,4096,RSA-PKCS1v15,1,265,1,28,0.25,2713,0,0,639,869,0
1,27,33,3072,RSA-PKCS1v15,17,913,1,36,0.8181818181818182,365,0,0,85,4,1
1,1,23,2048,RSA-PKCS1v15,15,994,1,16,0.043478260869565216,3482,0,0,1278,478,0
1,12,15,3072,RSA-PKCS1v15,3,1003,1,15,0.8,250,0,0,664,121,1
1,14,33,4096,RSA-PSS,7,719,1,29,0.42424242424242425,1920,1,0,1848,742,1
1,15,25,4096,RSA-PSS,1,1009,1,18,0.6,2286,0,0,519,810,1
1,3,17,3072,RSA-PSS,13,838,1,49,0.17647058823529413,630,0,0,1476,486,0
1,7,33,2048,RSA-PSS,14,413,1,46,0.21212121212121213,864,0,0,1331,219,1
1,0,2,2048,RSA-PSS,8,274,1,46,0.0,3753,0,0,1672,694,0
1,9,14,3072,RSA-PSS,1,310,1,19,0.6428571428571429,2324,0,0,184,278,1
1,1,6,4096,RSA-PKCS1v15,16,982,1,29,0.16666666666666666,3210,0,0,973,257,0
1,4,6,2048,RSA-PSS,9,976,1,6,0.6666666666666666,3634,0,0,1338,304,0
0,3,3,4096,RSA-PSS,8,276,1,45,1.0,1070,0,0,341,43,1
1,4,7,3072,RSA-PSS,1,537,1,50,0.5714285714285714,391,0,0,227,870,0
1,6,8,4096,RSA-PKCS1v15,23,1016,1,47,0.75,1142,0,0,837,916,1
1,15,15,1024,RSA-PSS,18,795,1,27,1.0,2486,0,0,1780,530,1
1,25,29,4096,RSA-PSS,16,672,1,7,0.8620689655172413,3145,0,0,264,710,1
1,16,33,4096,RSA-PSS,10,978,1,27,0.48484848484848486,2848,1,0,450,689,1
1,2,30,4096,RSA-PKCS1v15,16,540,1,19,0.06666666666666667,2089,0,1,1275,588,1
0,4,27,1024,RSA-PSS,9,787,1,17,0.14814814814814814,954,0,0,1432,913,1
1,18,29,2048,RSA-PSS,17,787,1,41,0.6206896551724138,3972,0,0,170,693,1
1,28,33,3072,RSA-PKCS1v15,22,766,1,11,0.8484848484848485,4211,0,0,566,150,1
1,26,27,1024,RSA-PSS,5,651,1,5,0.9629629629629629,2539,0,0,1936,594,1
1,6,33,2048,RSA-PKCS1v15,15,375,1,2,0.18181818181818182,4311,0,0,132,10,0
1,3,4,2048,RSA-PSS,17,352,1,47,0.75,3328,1,0,827,792,1
1,8,22,3072,RSA-PKCS1v15,19,375,1,12,0.36363636363636365,844,1,0,606,212,1
0,2,2,3072,RSA-PSS,17,792,1,42,1.0,3760,0,0,1070,652,1
1,5,10,1024,RSA-PSS,0,408,1,42,0.5,4194,1,0,350,260,1
0,4,5,2048,RSA-PKCS1v15,2,500,1,11,0.8,3397,1,0,99,938,1
1,9,10,3072,RSA-PSS,14,771,1,10,0.9,4248,0,0,1770,382,1
0,16,33,3072,RSA-PSS,19,648,1,28,0.48484848484848486,216,0,0,1805,389,1
1,6,13,2048,RSA-PKCS1v15,9,398,1,7,0.46153846153846156,3544,0,0,1061,922,0
1,30,31,2048,RSA-PSS,20,759,1,14,0.967741935483871,2062,0,0,1462,740,1
0,2,24,4096,RSA-PKCS1v15,4,475,1,13,0.08333333333333333,4316,0,0,1969,955,1
1,4,15,4096,RSA-PSS,14,415,1,5,0.26666666666666666,38,0,0,1009,958,0
0,25,29,4096,RSA-PKCS1v15,22,331,1,42,0.8620689655172413,1223,0,0,75,336,1
1,3,8,4096,RSA-PSS,13,866,1,8,0.375,197,1,0,58,5,0
0,1,5,2048,RSA-PSS,14,947,1,50,0.2,1870,0,0,1043,922,1
1,4,29,3072,RSA-PKCS1v15,9,894,1,1,0.13793103448275862,2582,0,1,402,83,1
1,4,4,2048,RSA-PSS,23,287,1,5,1.0,4024,0,1,188,6,1
0,5,12,3072,RSA-PKCS1v15,8,589,1,11,0.4166666666666667,4262,0,0,1937,152,1
0,1,2,2048,RSA-PKCS1v15,11,780,1,43,0.5,2137,0,0,139,991,1
1,9,27,3072,RSA-PKCS1v15,6,695,1,48,0.3333333333333333,1901,0,0,143,735,1
1,11,31,3072,RSA-PSS,4,607,1,10,0.3548387096774194,2717,0,0,1992,181,0
1,9,26,1024,RSA-PSS,23,594,1,15,0.34615384615384615,1751,1,0,108,775,1
1,12,27,4096,RSA-PSS,9,655,1,39,0.4444444444444444,2683,0,0,221,778,1
1,2,5,1024,RSA-PKCS1v15,7,651,1,47,0.4,1823,0,0,145,167,0
1,15,20,2048,RSA-PKCS1v15,21,457,1,29,0.75,4337,0,0,858,470,1
1,7,11,1024,RSA-PKCS1v15,19,785,1,25,0.6363636363636364,169,0,0,510,78,1
1,7,10,2048,RSA-PSS,15,348,1,48,0.7,353,1,0,376,412,1
1,2,6,2048,RSA-PKCS1v15,11,613,1,6,0.3333333333333333,214,0,0,5,554,0
0,8,8,4096,RSA-PSS,8,651,1,11,1.0,3052,0,0,1981,574,1
0,7,23,2048,RSA-PSS,9,315,1,17,0.30434782608695654,2895,0,0,388,381,1
1,12,26,3072,RSA-PSS,15,732,0,15,0.46153846153846156,314,0,0,568,948,1
1,10,12,2048,RSA-PSS,9,981,1,16,0.8333333333333334,2727,0,0,1791,790,1
0,1,26,3072,RSA-PSS,8,867,0,2,0.038461538461538464,3951,0,0,984,313,1
1,13,13,4096,RSA-PSS,2,256,1,36,1.0,409,0,0,1995,864,1
1,11,18,3072,RSA-PSS,18,810,1,19,0.6111111111111112,3530,0,0,1758,395,1
1,9,25,3072,RSA-PSS,10,566,1,38,0.36,995,0,0,1896,910,1
1,10,33,4096,RSA-PKCS1v15,5,423,1,50,0.30303030303030304,1815,0,1,560,543,1
0,0,12,4096,RSA-PSS,5,447,1,21,0.0,2106,1,0,1840,4,1
1,1,4,3072,RSA-PSS,14,289,1,11,0.25,4311,1,0,1187,109,0
0,1,5,2048,RSA-PKCS1v15,14,289,1,41,0.2,1469,0,0,1772,918,1
1,1,8,3072,RSA-PKCS1v15,12,943,1,3,0.125,1355,0,1,1784,886,0
0,11,28,3072,RSA-PKCS1v15,21,672,1,34,0.39285714285714285,240,0,0,365,93,1
1,18,31,3072,RSA-PKCS1v15,4,963,1,18,0.5806451612903226,3792,0,0,417,99,1
1,9,9,4096,RSA-PSS,13,413,1,15,1.0,3510,0,0,1533,192,1
0,22,29,3072,RSA-PKCS1v15,20,1012,1,25,0.7586206896551724,892,0,0,1636,333,1
1,1,14,4096,RSA-PKCS1v15,1,755,1,50,0.07142857142857142,2783,0,0,21,212,0
1,16,22,2048,RSA-PKCS1v15,22,621,0,15,0.7272727272727273,2341,0,0,614,595,1
0,5,11,1024,RSA-PKCS1v15,11,595,1,30,0.45454545454545453,442,1,0,517,207,1
1,14,23,2048,RSA-PSS,19,590,1,17,0.6086956521739131,1218,1,0,1984,627,1
1,0,1,4096,RSA-PKCS1v15,13,838,1,18,0.0,2690,0,0,1221,986,0
1,5,21,4096,RSA-PKCS1v15,18,582,1,31,0.23809523809523808,2273,0,0,661,764,0
1,2,26,3072,RSA-PKCS1v15,23,369,1,50,0.07692307692307693,3012,0,0,1369,980,0
1,0,23,3072,RSA-PKCS1v15,19,673,1,43,0.0,2422,0,0,330,573,0
0,1,1,3072,RSA-PSS,14,723,1,18,1.0,1827,1,0,378,356,1
1,12,15,4096,RSA-PKCS1v15,19,398,1,35,0.8,627,1,0,1235,902,1
1,20,21,4096,RSA-PKCS1v15,23,864,1,13,0.9523809523809523,4502,0,0,160,253,1
1,9,9,3072,RSA-PKCS1v15,16,564,0,14,1.0,2515,0,1,658,591,1
1,3,9,3072,RSA-PSS,13,656,1,36,0.3333333333333333,327,0,0,1594,196,0
1,6,10,2048,RSA-PKCS1v15,22,575,1,18,0.6,466,0,0,354,262,1
0,21,26,3072,RSA-PKCS1v15,17,467,1,5,0.8076923076923077,510,1,0,1264,322,1
0,9,35,2048,RSA-PSS,21,572,1,14,0.2571428571428571,4428,0,1,79,420,1
0,6,25,2048,RSA-PKCS1v15,23,440,1,25,0.24,2325,0,0,152,498,1
0,20,26,4096,RSA-PSS,4,460,0,44,0.7692307692307693,3884,0,0,517,911,1
1,3,11,3072,RSA-PSS,21,619,1,39,0.2727272727272727,4983,0,0,383,332,0
0,2,2,4096,RSA-PKCS1v15,11,471,1,12,1.0,4784,0,0,693,296,1
0,6,7,2048,RSA-PKCS1v15,9,501,1,40,0.8571428571428571,1013,0,1,352,236,1
0,5,18,3072,RSA-PSS,7,494,1,28,0.2777777777777778,4260,0,0,1225,681,1
0,23,27,2048,RSA-PSS,5,646,1,35,0.8518518518518519,4206,0,0,951,7,1
0,19,34,2048,RSA-PKCS1v15,14,775,1,1,0.5588235294117647,1076,0,0,133,534,1
0,25,27,2048,RSA-PSS,11,845,1,3,0.9259259259259259,4726,0,0,1989,72,1
1,4,17,2048,RSA-PSS,5,532,1,43,0.23529411764705882,1638,1,0,634,500,0
1,19,24,2048,RSA-PKCS1v15,11,457,0,50,0.7916666666666666,3244,0,0,169,618,1
0,11,25,2048,RSA-PSS,14,469,1,7,0.44,2291,0,1,866,139,1
1,0,7,2048,RSA-PSS,11,861,1,9,0.0,4508,0,0,391,386,0
1,3,6,3072,RSA-PSS,8,733,1,36,0.5,2408,0,0,1882,542,0
0,7,24,1024,RSA-PSS,18,763,1,23,0.2916666666666667,3248,0,0,1409,324,1
0,0,33,3072,RSA-PSS,20,330,1,24,0.0,4364,0,1,820,949,1
1,4,29,4096,RSA-PSS,1,924,1,10,0.13793103448275862,3679,1,0,98,601,0
1,21,22,3072,RSA-PKCS1v15,12,920,0,50,0.9545454545454546,4725,0,0,1818,917,1
0,5,26,4096,RSA-PSS,12,397,1,48,0.19230769230769232,1475,0,0,1401,665,1
0,28,28,3072,RSA-PKCS1v15,7,845,1,12,1.0,1971,0,0,992,73,1
1,20,21,3072,RSA-PKCS1v15,12,577,1,19,0.9523809523809523,885,0,0,1983,840,1
1,7,7,2048,RSA-PKCS1v15,3,949,1,32,1.0,4079,1,1,780,389,1
0,2,17,4096,RSA-PKCS1v15,5,716,1,24,0.11764705882352941,3911,0,0,1862,238,0
1,14,20,4096,RSA-PKCS1v15,5,962,1,22,0.7,552,0,0,340,988,1
1,4,20,2048,RSA-PKCS1v15,20,925,1,3,0.2,3526,0,0,1555,322,0
1,13,22,2048,RSA-PKCS1v15,11,401,1,40,0.5909090909090909,3875,0,0,2000,341,1
1,17,28,2048,RSA-PKCS1v15,11,309,0,27,0.6071428571428571,4558,0,0,132,763,1
0,7,7,3072,RSA-PSS,16,611,1,19,1.0,4509,0,0,1632,305,1
0,1,1,2048,RSA-PKCS1v15,6,532,1,9,1.0,1028,0,1,210,8,1
1,24,32,3072,RSA-PKCS1v15,14,850,1,49,0.75,1438,0,0,1029,994,1
0,7,13,2048,RSA-PKCS1v15,23,655,1,13,0.5384615384615384,4988,0,0,377,983,1
1,13,30,4096,RSA-PSS,16,923,1,2,0.43333333333333335,584,0,0,640,207,0
1,23,23,2048,RSA-PKCS1v15,9,771,1,36,1.0,1468,0,0,1078,411,1
1,7,19,2048,RSA-PSS,22,754,1,29,0.3684210526315789,1509,0,0,1522,258,0
0,28,32,3072,RSA-PKCS1v15,19,566,1,11,0.875,1501,0,0,1222,796,1
1,6,30,2048,RSA-PKCS1v15,5,526,1,34,0.2,3182,0,0,441,651,0
1,7,29,1024,RSA-PSS,8,831,1,4,0.2413793103448276,2480,0,0,1742,46,1
1,12,29,2048,RSA-PKCS1v15,14,704,0,4,0.41379310344827586,3437,0,1,1204,126,1
1,5,30,3072,RSA-PSS,15,367,1,1,0.16666666666666666,2525,0,0,241,21,0
0,1,16,4096,RSA-PSS,20,494,1,25,0.0625,3561,0,0,1810,170,0
0,7,19,4096,RSA-PKCS1v15,7,399,1,26,0.3684210526315789,4216,0,0,1344,544,1
1,10,18,3072,RSA-PKCS1v15,15,629,1,11,0.5555555555555556,2210,0,0,501,416,1
1,0,1,1024,RSA-PSS,4,275,1,23,0.0,2974,0,0,1674,455,0
1,5,14,3072,RSA-PSS,17,831,0,2,0.35714285714285715,3323,0,0,23,662,1
1,0,2,3072,RSA-PKCS1v15,19,544,1,19,0.0,2937,0,0,632,206,0
1,5,28,2048,RSA-PKCS1v15,13,848,1,29,0.17857142857142858,691,0,0,1651,333,0
1,15,30,2048,RSA-PKCS1v15,1,452,1,40,0.5,4874,1,0,1017,21,1
0,2,4,2048,RSA-PSS,22,637,1,4,0.5,288,0,0,1618,918,1
1,1,1,4096,RSA-PKCS1v15,22,836,1,16,1.0,4468,1,0,1732,802,1
1,2,8,2048,RSA-PSS,2,953,1,47,0.25,1658,0,0,1204,650,0
1,12,29,4096,RSA-PKCS1v15,13,934,1,37,0.41379310344827586,4706,0,0,1888,65,1
1,2,3,2048,RSA-PSS,6,972,1,27,0.6666666666666666,1168,0,0,175,577,0
0,30,32,2048,RSA-PSS,14,747,1,5,0.9375,2351,1,0,198,88,1
0,0,10,2048,RSA-PKCS1v15,16,419,0,15,0.0,1528,0,0,1562,835,1
1,2,10,3072,RSA-PSS,0,861,1,23,0.2,1848,1,0,1478,479,0
1,19,19,1024,RSA-PSS,8,504,1,49,1.0,880,0,0,99,43,1
0,10,34,2048,RSA-PSS,21,323,1,3,0.29411764705882354,3287,0,1,745,883,1
0,20,33,2048,RSA-PSS,13,276,1,18,0.6060606060606061,1351,1,0,1451,937,1
1,18,23,2048,RSA-PSS,15,767,1,43,0.782608695652174,2316,1,0,453,141,1
0,21,28,2048,RSA-PKCS1v15,20,852,1,26,0.75,1181,0,0,1215,374,1
1,10,32,4096,RSA-PKCS1v15,12,645,1,6,0.3125,4082,0,0,974,516,0
1,5,7,3072,RSA-PSS,5,791,1,44,0.7142857142857143,1138,0,0,1602,500,1
0,27,29,3072,RSA-PKCS1v15,21,366,1,17,0.9310344827586207,3637,0,1,1782,279,1
0,4,8,2048,RSA-PSS,0,850,1,46,0.5,4009,0,0,499,326,1
1,0,1,2048,RSA-PSS,20,715,1,38,0.0,3897,0,0,1640,418,0
1,1,3,1024,RSA-PKCS1v15,3,333,1,42,0.3333333333333333,1294,0,0,1215,553,0
1,5,24,3072,RSA-PSS,2,689,1,48,0.20833333333333334,580,0,0,141,914,1
1,13,23,3072,RSA-PSS,16,635,1,50,0.5652173913043478,2874,0,1,1715,888,1
0,7,8,2048,RSA-PSS,1,907,1,27,0.875,3994,0,0,773,996,1
1,1,3,4096,RSA-PKCS1v15,18,695,1,20,0.3333333333333333,3151,0,0,175,602,0
1,31,33,3072,RSA-PKCS1v15,19,594,1,6,0.9393939393939394,1987,1,0,420,993,1
0,3,28,2048,RSA-PSS,22,679,1,35,0.10714285714285714,456,0,0,676,768,1
1,6,8,2048,RSA-PSS,21,424,1,12,0.75,4888,0,0,1458,929,1
0,14,34,3072,RSA-PSS,7,964,1,48,0.4117647058823529,1290,1,0,1464,921,1
1,34,35,4096,RSA-PSS,14,517,1,3,0.9714285714285714,646,0,0,1555,308,1
0,2,32,2048,RSA-PSS,5,982,1,48,0.0625,2983,0,0,532,657,1
1,15,24,2048,RSA-PKCS1v15,22,834,1,4,0.625,4636,1,0,918,307,1
1,4,14,3072,RSA-PKCS1v15,19,484,1,45,0.2857142857142857,128,0,0,1823,899,0
1,20,32,2048,RSA-PKCS1v15,1,416,1,4,0.625,4171,1,0,361,823,1
1,9,16,3072,RSA-PKCS1v15,14,682,1,4,0.5625,2302,0,0,1775,470,1
1,2,4,3072,RSA-PSS,19,377,1,39,0.5,2114,0,0,446,184,0
0,3,21,2048,RSA-PSS,11,404,1,21,0.14285714285714285,1077,0,0,556,631,1
0,12,14,1024,RSA-PKCS1v15,2,960,1,44,0.8571428571428571,433,0,0,708,625,1
0,28,31,3072,RSA-PKCS1v15,9,998,1,2,0.9032258064516129,3829,1,0,1731,291,1
0,18,18,2048,RSA-PSS,13,366,1,16,1.0,4500,0,1,1381,249,1
1,2,7,2048,RSA-PKCS1v15,21,912,1,7,0.2857142857142857,1290,0,0,1881,324,0
1,1,10,4096,RSA-PSS,13,476,1,19,0.1,1829,0,0,561,443,0
1,1,7,2048,RSA-PSS,2,319,1,43,0.14285714285714285,3442,0,0,997,604,0
0,24,33,3072,RSA-PSS,0,893,1,33,0.7272727272727273,772,0,1,59,59,1
1,19,23,2048,RSA-PKCS1v15,19,985,1,9,0.8260869565217391,1639,0,0,1668,269,1
1,15,21,3072,RSA-PKCS1v15,0,609,1,37,0.7142857142857143,452,0,0,885,318,1
0,18,19,2048,RSA-PKCS1v15,1,729,1,17,0.9473684210526315,3024,1,0,1191,94,1
1,10,19,4096,RSA-PKCS1v15,18,1003,1,27,0.5263157894736842,2591,0,0,1671,254,1
1,13,29,3072,RSA-PKCS1v15,23,740,1,33,0.4482758620689655,1507,0,0,967,687,0
1,1,18,2048,RSA-PSS,9,268,1,49,0.05555555555555555,4262,0,0,945,460,0
1,2,2,2048,RSA-PKCS1v15,3,408,1,12,1.0,98,0,0,1625,515,0
1,1,1,2048,RSA-PSS,3,494,1,45,1.0,2259,0,0,1807,533,0
0,4,5,3072,RSA-PSS,12,445,1,11,0.8,989,0,0,263,104,1
1,4,20,4096,RSA-PSS,8,918,1,13,0.2,471,0,0,1455,833,0
1,2,11,3072,RSA-PKCS1v15,6,341,0,31,0.18181818181818182,3562,0,0,1652,402,0
0,0,2,2048,RSA-PKCS1v15,15,276,0,13,0.0,2766,1,0,196,781,1
1,3,3,3072,RSA-PKCS1v15,17,949,1,38,1.0,3638,0,0,354,967,0
1,17,23,1024,RSA-PKCS1v15,2,574,0,26,0.7391304347826086,2511,0,0,886,333,1
1,3,12,4096,RSA-PKCS1v15,19,413,1,31,0.25,389,0,0,941,721,0
